	Tput(Mbps)	config
963857	74.6	mmWave-Walk
963883	46.2	mmWave-Walk
969192	1090.0	mmWave-Walk
969193	24.3	mmWave-Walk
969194	107.0	mmWave-Walk
969196	241.0	mmWave-Walk
969228	177.0	mmWave-Walk
969229	19.7	mmWave-Walk
969230	20.2	mmWave-Walk
969231	30.8	mmWave-Walk
969232	21.0	mmWave-Walk
974573	641.0	mmWave-Walk
974596	30.8	mmWave-Walk
974623	123.0	mmWave-Walk
974639	282.0	mmWave-Walk
974645	194.0	mmWave-Walk
974657	25.6	mmWave-Walk
974671	25.8	mmWave-Walk
974726	37.9	mmWave-Walk
974771	26.8	mmWave-Walk
980150	746.0	mmWave-Walk
980156	40.3	mmWave-Walk
980173	147.0	mmWave-Walk
980178	336.0	mmWave-Walk
980179	193.0	mmWave-Walk
980192	34.2	mmWave-Walk
980195	27.5	mmWave-Walk
980210	47.5	mmWave-Walk
980216	28.0	mmWave-Walk
985704	854.0	mmWave-Walk
985705	34.2	mmWave-Walk
985706	183.0	mmWave-Walk
985707	430.0	mmWave-Walk
985708	197.0	mmWave-Walk
985709	30.0	mmWave-Walk
985710	32.0	mmWave-Walk
985711	40.9	mmWave-Walk
985715	39.1	mmWave-Walk
991189	986.0	mmWave-Walk
991207	28.6	mmWave-Walk
991236	148.0	mmWave-Walk
991240	347.0	mmWave-Walk
991259	161.0	mmWave-Walk
991274	25.5	mmWave-Walk
991280	24.2	mmWave-Walk
991282	30.5	mmWave-Walk
991292	32.9	mmWave-Walk
996568	798.0	mmWave-Walk
996569	38.5	mmWave-Walk
996570	171.0	mmWave-Walk
996571	398.0	mmWave-Walk
996572	190.0	mmWave-Walk
996573	33.9	mmWave-Walk
996574	25.0	mmWave-Walk
996575	30.6	mmWave-Walk
996576	33.9	mmWave-Walk
1001370	922.0	mmWave-Walk
1001394	29.9	mmWave-Walk
1001411	172.0	mmWave-Walk
1001421	393.0	mmWave-Walk
1001441	192.0	mmWave-Walk
1001442	39.8	mmWave-Walk
1001464	23.7	mmWave-Walk
1001468	24.3	mmWave-Walk
1001469	39.6	mmWave-Walk
1006723	915.0	mmWave-Walk
1006732	32.9	mmWave-Walk
1006742	212.0	mmWave-Walk
1006748	479.0	mmWave-Walk
1006763	183.0	mmWave-Walk
1006776	53.8	mmWave-Walk
1006782	23.8	mmWave-Walk
1006794	21.3	mmWave-Walk
1006799	53.7	mmWave-Walk
1012204	1060.0	mmWave-Walk
1012208	25.9	mmWave-Walk
1012212	186.0	mmWave-Walk
1012225	430.0	mmWave-Walk
1012227	150.0	mmWave-Walk
1012233	52.0	mmWave-Walk
1012249	25.5	mmWave-Walk
1012262	24.1	mmWave-Walk
1012279	50.5	mmWave-Walk
1017763	943.0	mmWave-Walk
1017782	32.5	mmWave-Walk
1017815	215.0	mmWave-Walk
1017816	489.0	mmWave-Walk
1017825	157.0	mmWave-Walk
1017829	61.4	mmWave-Walk
1017848	24.7	mmWave-Walk
1017854	32.1	mmWave-Walk
1017855	60.3	mmWave-Walk
1022943	1070.0	mmWave-Walk
1022944	27.1	mmWave-Walk
1022945	203.0	mmWave-Walk
1022946	469.0	mmWave-Walk
1022947	83.2	mmWave-Walk
1022948	59.9	mmWave-Walk
1022949	19.1	mmWave-Walk
1022950	34.1	mmWave-Walk
1022956	58.8	mmWave-Walk
1028400	954.0	mmWave-Walk
1028408	23.3	mmWave-Walk
1028420	250.0	mmWave-Walk
1028428	538.0	mmWave-Walk
1028443	97.0	mmWave-Walk
1028455	43.4	mmWave-Walk
1028472	26.1	mmWave-Walk
1028473	42.4	mmWave-Walk
1028481	54.9	mmWave-Walk
1033996	1070.0	mmWave-Walk
1033999	30.2	mmWave-Walk
1034002	281.0	mmWave-Walk
1034017	608.0	mmWave-Walk
1034021	103.0	mmWave-Walk
1034036	43.1	mmWave-Walk
1034051	33.3	mmWave-Walk
1034052	36.9	mmWave-Walk
1034059	42.8	mmWave-Walk
1039493	1180.0	mmWave-Walk
1039518	26.8	mmWave-Walk
1039529	241.0	mmWave-Walk
1039553	497.0	mmWave-Walk
1039569	80.5	mmWave-Walk
1039570	36.4	mmWave-Walk
1039585	29.0	mmWave-Walk
1039590	23.2	mmWave-Walk
1039596	27.4	mmWave-Walk
1045094	961.0	mmWave-Walk
1045097	29.7	mmWave-Walk
1045098	273.0	mmWave-Walk
1045122	537.0	mmWave-Walk
1045136	74.6	mmWave-Walk
1045157	37.6	mmWave-Walk
1045166	31.5	mmWave-Walk
1045172	25.4	mmWave-Walk
1045184	27.9	mmWave-Walk
