	Tput(Mbps)	config
58623	141.144	Mid-band-Walk
58776	125.82	Mid-band-Walk
58888	145.566	Mid-band-Walk
59024	139.315	Mid-band-Walk
59173	151.765	Mid-band-Walk
59318	175.05	Mid-band-Walk
59446	172.383	Mid-band-Walk
59582	154.867	Mid-band-Walk
59705	120.284	Mid-band-Walk
59846	122.935	Mid-band-Walk
59975	124.669	Mid-band-Walk
60104	129.234	Mid-band-Walk
60251	135.419	Mid-band-Walk
60387	142.252	Mid-band-Walk
60509	148.822	Mid-band-Walk
60650	125.629	Mid-band-Walk
60770	106.477	Mid-band-Walk
60902	112.75	Mid-band-Walk
61043	118.944	Mid-band-Walk
61172	144.559	Mid-band-Walk
61307	106.651	Mid-band-Walk
61435	82.585	Mid-band-Walk
61520	106.688	Mid-band-Walk
61657	126.903	Mid-band-Walk
61788	145.671	Mid-band-Walk
61921	144.57	Mid-band-Walk
62078	91.191	Mid-band-Walk
62210	137.75	Mid-band-Walk
62335	121.803	Mid-band-Walk
62466	86.918	Mid-band-Walk
62596	68.575	Mid-band-Walk
62719	60.146	Mid-band-Walk
62850	69.397	Mid-band-Walk
62983	81.347	Mid-band-Walk
63123	108.751	Mid-band-Walk
63244	118.747	Mid-band-Walk
63386	182.513	Mid-band-Walk
63508	214.478	Mid-band-Walk
63663	173.538	Mid-band-Walk
63804	88.144	Mid-band-Walk
63908	109.018	Mid-band-Walk
64062	142.933	Mid-band-Walk
64200	172.235	Mid-band-Walk
64328	190.13	Mid-band-Walk
64471	111.599	Mid-band-Walk
64605	88.86	Mid-band-Walk
64750	117.475	Mid-band-Walk
64883	156.216	Mid-band-Walk
65015	130.681	Mid-band-Walk
65149	132.424	Mid-band-Walk
65294	112.108	Mid-band-Walk
65411	111.139	Mid-band-Walk
65550	159.259	Mid-band-Walk
65703	118.913	Mid-band-Walk
65830	151.592	Mid-band-Walk
65961	144.522	Mid-band-Walk
66115	113.76	Mid-band-Walk
66246	135.86	Mid-band-Walk
66373	105.663	Mid-band-Walk
66505	104.423	Mid-band-Walk
66624	131.141	Mid-band-Walk
66742	99.256	Mid-band-Walk
66888	147.771	Mid-band-Walk
67029	75.917	Mid-band-Walk
67142	108.248	Mid-band-Walk
67294	63.03	Mid-band-Walk
67431	78.922	Mid-band-Walk
67551	105.65	Mid-band-Walk
67692	125.792	Mid-band-Walk
67806	164.229	Mid-band-Walk
67955	124.334	Mid-band-Walk
68086	169.873	Mid-band-Walk
68234	171.561	Mid-band-Walk
68361	194.866	Mid-band-Walk
68506	137.103	Mid-band-Walk
68637	134.443	Mid-band-Walk
68764	119.249	Mid-band-Walk
68887	126.768	Mid-band-Walk
69028	132.24	Mid-band-Walk
69152	146.332	Mid-band-Walk
69290	156.164	Mid-band-Walk
69414	116.967	Mid-band-Walk
69562	127.234	Mid-band-Walk
69677	100.162	Mid-band-Walk
69808	119.777	Mid-band-Walk
69946	146.977	Mid-band-Walk
70086	137.421	Mid-band-Walk
70230	175.236	Mid-band-Walk
70368	160.651	Mid-band-Walk
70491	132.706	Mid-band-Walk
70629	157.846	Mid-band-Walk
70771	150.971	Mid-band-Walk
70910	140.688	Mid-band-Walk
71059	136.965	Mid-band-Walk
71183	164.094	Mid-band-Walk
71310	124.667	Mid-band-Walk
71471	119.856	Mid-band-Walk
71599	169.371	Mid-band-Walk
71736	150.52	Mid-band-Walk
71856	106.075	Mid-band-Walk
72007	120.264	Mid-band-Walk
72145	175.838	Mid-band-Walk
72277	214.662	Mid-band-Walk
72414	206.669	Mid-band-Walk
72568	152.013	Mid-band-Walk
72696	194.432	Mid-band-Walk
72849	195.328	Mid-band-Walk
72977	192.074	Mid-band-Walk
73115	174.787	Mid-band-Walk
73242	200.756	Mid-band-Walk
73394	178.991	Mid-band-Walk
73510	157.829	Mid-band-Walk
73661	171.157	Mid-band-Walk
73797	129.024	Mid-band-Walk
73935	140.43	Mid-band-Walk
74073	155.782	Mid-band-Walk
74199	214.691	Mid-band-Walk
74343	212.138	Mid-band-Walk
74486	179.556	Mid-band-Walk
74606	165.977	Mid-band-Walk
74761	204.968	Mid-band-Walk
74890	197.762	Mid-band-Walk
75038	149.319	Mid-band-Walk
75176	117.125	Mid-band-Walk
75312	43.746	Mid-band-Walk
75352	0.673	Mid-band-Walk
75358	88.699	Mid-band-Walk
75473	198.311	Mid-band-Walk
75611	195.022	Mid-band-Walk
75754	201.451	Mid-band-Walk
75903	101.281	Mid-band-Walk
76028	153.098	Mid-band-Walk
76162	178.162	Mid-band-Walk
76299	159.647	Mid-band-Walk
76426	168.417	Mid-band-Walk
76576	177.801	Mid-band-Walk
76714	204.64	Mid-band-Walk
76852	213.777	Mid-band-Walk
77000	198.787	Mid-band-Walk
77122	209.961	Mid-band-Walk
77258	192.865	Mid-band-Walk
77399	204.073	Mid-band-Walk
77536	180.279	Mid-band-Walk
77658	166.518	Mid-band-Walk
77823	186.828	Mid-band-Walk
77940	175.353	Mid-band-Walk
78067	197.519	Mid-band-Walk
78225	196.649	Mid-band-Walk
78358	167.276	Mid-band-Walk
78484	159.344	Mid-band-Walk
78628	185.699	Mid-band-Walk
78766	227.008	Mid-band-Walk
78908	150.255	Mid-band-Walk
79054	207.645	Mid-band-Walk
79191	200.416	Mid-band-Walk
79320	135.375	Mid-band-Walk
79449	130.166	Mid-band-Walk
79577	115.18	Mid-band-Walk
79709	156.045	Mid-band-Walk
79849	234.596	Mid-band-Walk
79981	134.618	Mid-band-Walk
80124	69.754	Mid-band-Walk
80262	76.596	Mid-band-Walk
80384	147.859	Mid-band-Walk
80531	219.318	Mid-band-Walk
80669	225.705	Mid-band-Walk
80811	219.66	Mid-band-Walk
80945	213.667	Mid-band-Walk
81083	202.616	Mid-band-Walk
81222	156.669	Mid-band-Walk
