time(ms)	MIMO_layers	MCS	config
1780	0.07457715236424302	1.8560914139340388	mmWave-Walk
1790	0.08072815516443893	1.91722254184643	mmWave-Walk
1800	0.07480558116640505	1.8849336627802271	mmWave-Walk
1810	0.07903105511149737	1.815070646631604	mmWave-Walk
1820	0.06981068467936237	1.9068648359099742	mmWave-Walk
1830	0.07961452453649055	1.8874778450052	mmWave-Walk
1840	0.07235329886237622	1.8438147055732814	mmWave-Walk
1850	0.0782142811049156	1.8622602518949418	mmWave-Walk
1860	0.07546086232352721	1.8733186573854965	mmWave-Walk
1870	0.08075570243772137	1.833483243025561	mmWave-Walk
1880	0.07741686461014032	1.8768642163854181	mmWave-Walk
1890	0.07787301457913985	1.8400835473091872	mmWave-Walk
1900	0.07867171376713471	1.8629817005786669	mmWave-Walk
1910	0.07834320857057449	1.8011926662926616	mmWave-Walk
1920	0.07755661508072921	1.7857114363159543	mmWave-Walk
1930	0.07925776407781471	1.8321735030075896	mmWave-Walk
1940	0.08369676761624245	1.9233206951321529	mmWave-Walk
1950	0.07568972718931462	1.8321128598187577	mmWave-Walk
1960	0.07776312581307017	1.828275251755688	mmWave-Walk
1970	0.07777115653473791	1.806823366120031	mmWave-Walk
1980	0.07917539297982651	1.9021370223184249	mmWave-Walk
1990	0.08187643015647943	1.8468662457067977	mmWave-Walk
2000	0.0820282943155436	1.8691959456610545	mmWave-Walk
