Tput(Mbps)	config
262.222	O_Sp_100Mhz
214.539	O_Sp_100Mhz
194.01	O_Sp_100Mhz
232.984	O_Sp_100Mhz
193.404	O_Sp_100Mhz
149.213	O_Sp_100Mhz
231.455	O_Sp_100Mhz
155.941	O_Sp_100Mhz
154.732	O_Sp_100Mhz
119.853	O_Sp_100Mhz
129.752	O_Sp_100Mhz
131.166	O_Sp_100Mhz
185.017	O_Sp_100Mhz
213.32	O_Sp_100Mhz
154.418	O_Sp_100Mhz
146.441	O_Sp_100Mhz
223.823	O_Sp_100Mhz
216.337	O_Sp_100Mhz
217.869	O_Sp_100Mhz
155.432	O_Sp_100Mhz
218.896	O_Sp_100Mhz
75.332	O_Sp_100Mhz
460.507	O_Sp_100Mhz
89.964	O_Sp_100Mhz
521.998	O_Sp_100Mhz
456.804	O_Sp_100Mhz
472.589	O_Sp_100Mhz
461.828	O_Sp_100Mhz
570.165	O_Sp_100Mhz
464.189	O_Sp_100Mhz
428.261	O_Sp_100Mhz
454.806	O_Sp_100Mhz
455.995	O_Sp_100Mhz
477.906	O_Sp_100Mhz
531.81	O_Sp_100Mhz
507.189	O_Sp_100Mhz
492.244	O_Sp_100Mhz
563.296	O_Sp_100Mhz
590.101	O_Sp_100Mhz
482.377	O_Sp_100Mhz
549.937	O_Sp_100Mhz
444.174	O_Sp_100Mhz
513.224	O_Sp_100Mhz
425.084	O_Sp_100Mhz
91.105	O_Sp_100Mhz
457.764	O_Sp_100Mhz
516.808	O_Sp_100Mhz
529.503	O_Sp_100Mhz
512.855	O_Sp_100Mhz
90.552	O_Sp_100Mhz
446.593	O_Sp_100Mhz
457.77	O_Sp_100Mhz
441.965	O_Sp_100Mhz
516.109	O_Sp_100Mhz
548.239	O_Sp_100Mhz
290.191	O_Sp_100Mhz
391.681	O_Sp_100Mhz
320.39	O_Sp_100Mhz
393.049	O_Sp_100Mhz
425.293	O_Sp_100Mhz
569.486	O_Sp_100Mhz
525.197	O_Sp_100Mhz
486.77	O_Sp_100Mhz
181.315	O_Sp_100Mhz
572.808	O_Sp_100Mhz
577.486	O_Sp_100Mhz
561.262	O_Sp_100Mhz
16.721	O_Sp_100Mhz
388.405	O_Sp_100Mhz
596.861	O_Sp_100Mhz
597.118	O_Sp_100Mhz
621.153	O_Sp_100Mhz
219.341	O_Sp_100Mhz
561.443	O_Sp_100Mhz
623.382	O_Sp_100Mhz
471.096	O_Sp_100Mhz
308.883	O_Sp_100Mhz
333.48	O_Sp_100Mhz
489.4	O_Sp_100Mhz
390.67	O_Sp_100Mhz
446.103	O_Sp_100Mhz
243.019	O_Sp_100Mhz
445.929	O_Sp_100Mhz
493.353	O_Sp_100Mhz
530.515	O_Sp_100Mhz
453.593	O_Sp_100Mhz
464.945	O_Sp_100Mhz
505.737	O_Sp_100Mhz
429.731	O_Sp_100Mhz
399.132	O_Sp_100Mhz
377.887	O_Sp_100Mhz
459.639	O_Sp_100Mhz
565.54	O_Sp_100Mhz
519.827	O_Sp_100Mhz
468.876	O_Sp_100Mhz
532.732	O_Sp_100Mhz
568.63	O_Sp_100Mhz
621.273	O_Sp_100Mhz
609.518	O_Sp_100Mhz
581.398	O_Sp_100Mhz
549.872	O_Sp_100Mhz
0.0	O_Sp_100Mhz
422.57	O_Sp_100Mhz
132.51	O_Sp_100Mhz
442.495	O_Sp_100Mhz
440.546	O_Sp_100Mhz
507.708	O_Sp_100Mhz
492.267	O_Sp_100Mhz
428.662	O_Sp_100Mhz
445.161	O_Sp_100Mhz
