Tput(Mbps)	config
891.809	V_It_90Mhz
907.376	V_It_90Mhz
970.577	V_It_90Mhz
864.983	V_It_90Mhz
923.931	V_It_90Mhz
913.921	V_It_90Mhz
843.354	V_It_90Mhz
899.597	V_It_90Mhz
877.925	V_It_90Mhz
895.321	V_It_90Mhz
919.521	V_It_90Mhz
824.5	V_It_90Mhz
863.519	V_It_90Mhz
961.701	V_It_90Mhz
759.292	V_It_90Mhz
885.37	V_It_90Mhz
891.321	V_It_90Mhz
913.817	V_It_90Mhz
863.72	V_It_90Mhz
978.477	V_It_90Mhz
850.184	V_It_90Mhz
910.944	V_It_90Mhz
790.379	V_It_90Mhz
839.882	V_It_90Mhz
803.981	V_It_90Mhz
882.047	V_It_90Mhz
831.684	V_It_90Mhz
663.806	V_It_90Mhz
789.591	V_It_90Mhz
897.046	V_It_90Mhz
833.432	V_It_90Mhz
811.439	V_It_90Mhz
898.357	V_It_90Mhz
851.417	V_It_90Mhz
769.367	V_It_90Mhz
843.35	V_It_90Mhz
903.807	V_It_90Mhz
864.609	V_It_90Mhz
878.16	V_It_90Mhz
857.537	V_It_90Mhz
882.111	V_It_90Mhz
847.09	V_It_90Mhz
762.535	V_It_90Mhz
807.921	V_It_90Mhz
844.0	V_It_90Mhz
868.481	V_It_90Mhz
767.341	V_It_90Mhz
867.932	V_It_90Mhz
850.612	V_It_90Mhz
730.773	V_It_90Mhz
629.571	V_It_90Mhz
785.986	V_It_90Mhz
792.221	V_It_90Mhz
855.064	V_It_90Mhz
877.825	V_It_90Mhz
839.245	V_It_90Mhz
803.168	V_It_90Mhz
807.153	V_It_90Mhz
804.555	V_It_90Mhz
823.658	V_It_90Mhz
908.497	V_It_90Mhz
860.027	V_It_90Mhz
837.946	V_It_90Mhz
846.517	V_It_90Mhz
870.856	V_It_90Mhz
858.578	V_It_90Mhz
892.361	V_It_90Mhz
858.006	V_It_90Mhz
815.915	V_It_90Mhz
729.174	V_It_90Mhz
819.969	V_It_90Mhz
757.781	V_It_90Mhz
737.447	V_It_90Mhz
744.946	V_It_90Mhz
860.443	V_It_90Mhz
843.971	V_It_90Mhz
831.644	V_It_90Mhz
816.204	V_It_90Mhz
867.673	V_It_90Mhz
804.925	V_It_90Mhz
829.879	V_It_90Mhz
845.752	V_It_90Mhz
901.225	V_It_90Mhz
835.763	V_It_90Mhz
850.222	V_It_90Mhz
895.816	V_It_90Mhz
796.72	V_It_90Mhz
918.981	V_It_90Mhz
908.981	V_It_90Mhz
885.963	V_It_90Mhz
608.271	V_It_90Mhz
592.521	V_It_90Mhz
693.928	V_It_90Mhz
653.952	V_It_90Mhz
716.156	V_It_90Mhz
717.053	V_It_90Mhz
862.386	V_It_90Mhz
627.796	V_It_90Mhz
747.435	V_It_90Mhz
797.048	V_It_90Mhz
714.119	V_It_90Mhz
794.293	V_It_90Mhz
793.544	V_It_90Mhz
847.09	V_It_90Mhz
769.98	V_It_90Mhz
872.882	V_It_90Mhz
574.741	V_It_90Mhz
720.694	V_It_90Mhz
804.808	V_It_90Mhz
789.414	V_It_90Mhz
796.455	V_It_90Mhz
836.12	V_It_90Mhz
822.084	V_It_90Mhz
761.967	V_It_90Mhz
837.33	V_It_90Mhz
